,feature_asym,importance_mean,importance_std,mae_baseline
0,pair_id,0.09289703678392205,0.0007819101937499974,0.13125305495744888
1,date,0.15149361944034814,0.0009369186205785596,0.13125305495744888
2,new_cases_per_million_i,0.0010615059743729588,0.00010084185791487959,0.13125305495744888
3,new_deaths_per_million_i,0.00046428031908920533,0.00013331666375920257,0.13125305495744888
4,new_cases_per_million_j,-5.146732875457305e-05,5.620054857316284e-05,0.13125305495744888
5,new_deaths_per_million_j,0.0028857056735839383,0.000149532110444978,0.13125305495744888
6,c1_schoolclosing_i,0.040766380552637635,0.0005986467574985383,0.13125305495744888
7,c1_schoolclosing_j,0.03216907423072063,0.0007588092943294177,0.13125305495744888
8,c2_workplaceclosing_i,0.00015507951784862474,2.785744970527773e-05,0.13125305495744888
9,c2_workplaceclosing_j,0.0006419415856368071,0.00017502317866060658,0.13125305495744888
10,c3_cancel_events_i,0.0033938272525907533,0.00018569549366187783,0.13125305495744888
11,c3_cancel_events_j,0.004444653683345323,0.00023431939369893888,0.13125305495744888
12,c4_restr_gather_i,0.008825519566428247,0.000290251421543548,0.13125305495744888
13,c4_restr_gather_j,0.000648087771971581,4.5754716744965675e-05,0.13125305495744888
14,c5_closepublictransport_i,0.007614456413524334,0.00036389157561617395,0.13125305495744888
15,c5_closepublictransport_j,0.010798160333764035,0.0004651239340733198,0.13125305495744888
16,c6_stay_home_i,0.03746675123487764,0.0005998743007192355,0.13125305495744888
17,c6_stay_home_j,0.00660660122712643,0.00033174862184554726,0.13125305495744888
18,c7_restr_internal_move_i,0.00015763835396482572,0.00010295091638620361,0.13125305495744888
19,c7_restr_internal_move_j,0.004007063446695214,0.00029391922047191624,0.13125305495744888
20,c8_int_trvl_controls_i,0.0004395041249323162,0.00011287237946499969,0.13125305495744888
21,c8_int_trvl_controls_j,0.00037163245321582825,5.416799418206982e-05,0.13125305495744888
22,h2_testingpolicy_i,0.005215099871170662,0.0003405965112928729,0.13125305495744888
23,h2_testingpolicy_j,0.00377033636095446,0.00013751955960232374,0.13125305495744888
24,h3_contacttracing_i,0.002886871039318226,0.0002592494615555603,0.13125305495744888
25,h3_contacttracing_j,0.014098030338591347,0.0003525335066082353,0.13125305495744888
26,new_cases_per_million_i_7,0.006410241728606339,0.0002571607698310883,0.13125305495744888
27,new_deaths_per_million_i_7,0.0010174282040484623,7.944285033697404e-05,0.13125305495744888
28,new_cases_per_million_j_7,0.0025507230950210153,0.00014602154175446608,0.13125305495744888
29,new_deaths_per_million_j_7,-2.3472911718255828e-05,7.92090504156265e-05,0.13125305495744888
30,new_cases_per_million_i_14,-5.7609514795142756e-05,5.689786556551364e-05,0.13125305495744888
31,new_deaths_per_million_i_14,0.0005352659682767241,4.713617346998825e-05,0.13125305495744888
32,new_cases_per_million_j_14,0.003744961848191203,0.00018824923655931373,0.13125305495744888
33,new_deaths_per_million_j_14,-3.846635780661023e-05,5.689924982478395e-05,0.13125305495744888
