,feature_asym,importance_mean,importance_std,mae_baseline
0,pair_id,0.08980015229569986,0.0011030590729549695,0.16220607469948736
1,date,0.0,0.0,0.16220607469948736
2,new_cases_per_million_i,-0.00023711354489253377,0.000129332456755655,0.16220607469948736
3,new_deaths_per_million_i,-0.0006203592704994182,2.9643353807093395e-05,0.16220607469948736
4,new_cases_per_million_j,-0.0007421225484214283,5.731656592500455e-05,0.16220607469948736
5,new_deaths_per_million_j,0.001458328244224208,3.75507453285081e-05,0.16220607469948736
6,Component_0_i,0.001284886638045779,0.0002586560965844865,0.16220607469948736
7,Component_1_i,0.008464253866138763,0.00030594270118659736,0.16220607469948736
8,Component_0_j,0.10937857288680594,0.0011829779434656882,0.16220607469948736
9,Component_1_j,6.992517738305115e-05,1.027429085794581e-05,0.16220607469948736
