,feature_asym,importance_mean,importance_std,mae_baseline
0,pair_id,0.0,0.0,0.0
1,date,0.24605449686992714,0.0010799194301684821,0.0
2,new_cases_per_million_i,0.038482708789853326,0.0002999091601079733,0.0
3,new_deaths_per_million_i,0.04406489678864871,0.00033496842765404135,0.0
4,new_cases_per_million_j,0.039237847310337026,0.000309492412540654,0.0
5,new_deaths_per_million_j,0.0445791350184358,0.000321605037439044,0.0
6,c1_schoolclosing_i,0.07706903451050294,0.00032245206941852224,0.0
7,c1_schoolclosing_j,0.07444087010222164,0.00027612997204511233,0.0
8,c2_workplaceclosing_i,0.06870366380173994,0.0004965827462049795,0.0
9,c2_workplaceclosing_j,0.07160995385378731,0.00037017929954417293,0.0
10,c3_cancel_events_i,0.06900045559424431,0.0004844404327346898,0.0
11,c3_cancel_events_j,0.071963281193643,0.0005774520293810479,0.0
12,c4_restr_gather_i,0.06929174224637863,0.0005546612684724634,0.0
13,c4_restr_gather_j,0.06711970269963644,0.0004597671478227649,0.0
14,c5_closepublictransport_i,0.0581104099077137,0.00022061402583332718,0.0
15,c5_closepublictransport_j,0.05503709026488386,0.0003264680597871077,0.0
16,c6_stay_home_i,0.06951323821071943,0.0003597774440545339,0.0
17,c6_stay_home_j,0.06827200518783247,0.0004304782841044684,0.0
18,c7_restr_internal_move_i,0.07986517892224348,0.0007049997877805335,0.0
19,c7_restr_internal_move_j,0.07711036612102257,0.0005200196425256019,0.0
20,c8_int_trvl_controls_i,0.05439148809772042,0.00025653042969378293,0.0
21,c8_int_trvl_controls_j,0.05893762966903267,0.00044163766589130394,0.0
22,h2_testingpolicy_i,0.06532722554400996,0.0003362237056848446,0.0
23,h2_testingpolicy_j,0.06543897846468258,0.0004196953938228574,0.0
24,h3_contacttracing_i,0.06290950696027804,0.0005465114220010368,0.0
25,h3_contacttracing_j,0.06111889221149173,0.000432493484062466,0.0
